,Country Code,Country,UOM,Year,PPP
1160,SVN,Slovenia,USD_PPP,2019,42076.059
1161,SVN,Slovenia,USD_PPP,2020,40864.418
1162,SVN,Slovenia,USD_PPP,2021,43981.5
1163,ZAF,South Africa,USD_PPP,1995,6894.5786
1164,ZAF,South Africa,USD_PPP,1996,7169.9814
1165,ZAF,South Africa,USD_PPP,1997,7328.3667
1166,ZAF,South Africa,USD_PPP,1998,7290.1641
1167,ZAF,South Africa,USD_PPP,1999,7446.7603
1168,ZAF,South Africa,USD_PPP,2000,7776.584
1169,ZAF,South Africa,USD_PPP,2001,8024.9429
1170,ZAF,South Africa,USD_PPP,2002,8224.5654
1171,ZAF,South Africa,USD_PPP,2003,8485.6143
1172,ZAF,South Africa,USD_PPP,2004,9042.8906
1173,ZAF,South Africa,USD_PPP,2005,9685.1572
1174,ZAF,South Africa,USD_PPP,2006,10430.311
1175,ZAF,South Africa,USD_PPP,2007,11203.969
1176,ZAF,South Africa,USD_PPP,2008,11714.999
1177,ZAF,South Africa,USD_PPP,2009,11333.609
1178,ZAF,South Africa,USD_PPP,2010,11686.728
1179,ZAF,South Africa,USD_PPP,2011,12272.387
1180,ZAF,South Africa,USD_PPP,2012,12186.131
1181,ZAF,South Africa,USD_PPP,2013,12616.606
1182,ZAF,South Africa,USD_PPP,2014,12717.613
1183,ZAF,South Africa,USD_PPP,2015,12772.252
1184,ZAF,South Africa,USD_PPP,2016,12827.604
1185,ZAF,South Africa,USD_PPP,2017,12952.217
1186,ZAF,South Africa,USD_PPP,2018,12918.154
1187,ZAF,South Africa,USD_PPP,2019,12905.438
1188,ZAF,South Africa,USD_PPP,2020,11933.288
1189,ZAF,South Africa,USD_PPP,2021,14441.864
1190,PER,Peru,USD_PPP,2017,12356.534
1191,PER,Peru,USD_PPP,2018,13016.504
1192,PER,Peru,USD_PPP,2019,13137.716
1193,PER,Peru,USD_PPP,2020,11722.42
1194,PER,Peru,USD_PPP,2021,13702.394
1195,ROU,Romania,USD_PPP,1995,5430.2319
1196,ROU,Romania,USD_PPP,1996,5748.5474
1197,ROU,Romania,USD_PPP,1997,5566.1694
1198,ROU,Romania,USD_PPP,1998,5545.6973
1199,ROU,Romania,USD_PPP,1999,5599.9482
1200,ROU,Romania,USD_PPP,2000,5850.9106
1201,ROU,Romania,USD_PPP,2001,6439.2852
1202,ROU,Romania,USD_PPP,2002,7180.4092
1203,ROU,Romania,USD_PPP,2003,7560.2993
1204,ROU,Romania,USD_PPP,2004,8990.3271
1205,ROU,Romania,USD_PPP,2005,9602.1484
1206,ROU,Romania,USD_PPP,2006,11554.899
1207,ROU,Romania,USD_PPP,2007,13701.673
1208,ROU,Romania,USD_PPP,2008,16782.154
1209,ROU,Romania,USD_PPP,2009,16632.744
1210,ROU,Romania,USD_PPP,2010,17355.924
1211,ROU,Romania,USD_PPP,2011,18802.854
1212,ROU,Romania,USD_PPP,2012,19807.102
1213,ROU,Romania,USD_PPP,2013,19672.246
1214,ROU,Romania,USD_PPP,2014,20624.326
1215,ROU,Romania,USD_PPP,2015,21617.289
1216,ROU,Romania,USD_PPP,2016,23899.779
1217,ROU,Romania,USD_PPP,2017,26937.459
1218,ROU,Romania,USD_PPP,2018,29553.045
1219,ROU,Romania,USD_PPP,2019,33028.059
1220,ROU,Romania,USD_PPP,2020,33325.492
1221,ROU,Romania,USD_PPP,2021,36255.859
1222,HRV,Croatia,USD_PPP,1995,8054.4839
1223,HRV,Croatia,USD_PPP,1996,8804.3369
1224,HRV,Croatia,USD_PPP,1997,9534.3184
1225,HRV,Croatia,USD_PPP,1998,9887.5234
1226,HRV,Croatia,USD_PPP,1999,9939.96
1227,HRV,Croatia,USD_PPP,2000,10669.451
1228,HRV,Croatia,USD_PPP,2001,11648.251
1229,HRV,Croatia,USD_PPP,2002,12765.081
1230,HRV,Croatia,USD_PPP,2003,13690.492
1231,HRV,Croatia,USD_PPP,2004,14681.811
1232,HRV,Croatia,USD_PPP,2005,15449.704
1233,HRV,Croatia,USD_PPP,2006,17604.313
1234,HRV,Croatia,USD_PPP,2007,19515.975
1235,HRV,Croatia,USD_PPP,2008,20972.676
1236,HRV,Croatia,USD_PPP,2009,20221.949
1237,HRV,Croatia,USD_PPP,2010,20044.031
1238,HRV,Croatia,USD_PPP,2011,21082.762
1239,HRV,Croatia,USD_PPP,2012,21456.207
1240,HRV,Croatia,USD_PPP,2013,22141.127
1241,HRV,Croatia,USD_PPP,2014,22373.082
1242,HRV,Croatia,USD_PPP,2015,23313.893
1243,HRV,Croatia,USD_PPP,2016,25271.883
1244,HRV,Croatia,USD_PPP,2017,27171.768
1245,HRV,Croatia,USD_PPP,2018,28887.842
1246,HRV,Croatia,USD_PPP,2019,31572.729
1247,HRV,Croatia,USD_PPP,2020,29690.227
1248,HRV,Croatia,USD_PPP,2021,34022.559
1249,BGR,Bulgaria,USD_PPP,1995,7743.479
1250,BGR,Bulgaria,USD_PPP,1996,6849.0532
1251,BGR,Bulgaria,USD_PPP,1997,5750.5371
1252,BGR,Bulgaria,USD_PPP,1998,6177.9673
1253,BGR,Bulgaria,USD_PPP,1999,5807.7998
1254,BGR,Bulgaria,USD_PPP,2000,6422.8398
1255,BGR,Bulgaria,USD_PPP,2001,7044.3911
1256,BGR,Bulgaria,USD_PPP,2002,7755.0005
1257,BGR,Bulgaria,USD_PPP,2003,8365.5166
1258,BGR,Bulgaria,USD_PPP,2004,9125.498
1259,BGR,Bulgaria,USD_PPP,2005,10183.852
1260,BGR,Bulgaria,USD_PPP,2006,11261.229
1261,BGR,Bulgaria,USD_PPP,2007,12629.316
1262,BGR,Bulgaria,USD_PPP,2008,14100.621
1263,BGR,Bulgaria,USD_PPP,2009,13918.848
1264,BGR,Bulgaria,USD_PPP,2010,14681.058
1265,BGR,Bulgaria,USD_PPP,2011,15747.101
1266,BGR,Bulgaria,USD_PPP,2012,16327.88
1267,BGR,Bulgaria,USD_PPP,2013,16647.057
1268,BGR,Bulgaria,USD_PPP,2014,17616.834
1269,BGR,Bulgaria,USD_PPP,2015,18391.904
1270,BGR,Bulgaria,USD_PPP,2016,20074.369
1271,BGR,Bulgaria,USD_PPP,2017,21469.895
1272,BGR,Bulgaria,USD_PPP,2018,23015.941
1273,BGR,Bulgaria,USD_PPP,2019,25170.078
1274,BGR,Bulgaria,USD_PPP,2020,25293.658
1275,BGR,Bulgaria,USD_PPP,2021,28105.867
